Subject ID,Trial,Expected Value
3,1,0.5
3,2,0.515788462
3,3,0.515788462
3,4,0.53018099
3,5,0.543724307
3,6,0.543724307
3,7,0.556592675
3,8,0.56888347
3,9,0.544928863
3,10,0.523214444
3,11,0.523214444
3,12,0.503198128
3,13,0.484610584
3,14,0.500675615
3,15,0.515065537
3,16,0.528630197
3,17,0.541569575
3,18,0.520599995
3,19,0.520599995
3,20,0.501522924
3,21,0.51641779
3,22,0.529911905
3,23,0.529911905
3,24,0.542717877
3,25,0.554989009
3,26,0.566795088
3,27,0.566795088
3,28,0.578179512
3,29,0.578179512
3,30,0.578179512
3,31,0.589173991
3,32,0.566414875
3,33,0.566414875
3,34,0.578627658
3,35,0.589837818
3,36,0.600559222
3,37,0.610889133
3,38,0.587423064
3,39,0.587423064
3,40,0.566035676
3,41,0.566035676
3,42,0.546215413
3,43,0.559774615
3,44,0.571899228
3,45,0.55129553
3,46,0.532457369
3,47,0.546348645
3,48,0.558863791
3,49,0.570725474
3,50,0.55040726
3,51,0.55040726
3,52,0.55040726
3,53,0.55040726
3,54,0.563244451
3,55,0.575011527
3,56,0.586240338
3,57,0.565220151
3,58,0.577529193
3,59,0.588809339
3,60,0.599583819
3,61,0.609955397
3,62,0.587814561
3,63,0.599389101
3,64,0.609979654
3,65,0.588076933
3,66,0.568059512
3,67,0.580743913
3,68,0.592138201
3,69,0.602947186
3,70,0.581689725
3,71,0.593568771
3,72,0.573056552
3,73,0.58532849
3,74,0.596505614
3,75,0.607148974
3,76,0.617375458
3,77,0.595510049
3,78,0.606919605
3,79,0.617343396
3,80,0.617343396
3,81,0.627298766
3,82,0.605028233
3,83,0.616170415
3,84,0.62633413
3,85,0.604289806
3,86,0.604289806
3,87,0.604289806
3,88,0.604289806
3,89,0.584125175
3,90,0.596397233
3,91,0.607389829
3,92,0.617807987
3,93,0.596410738
3,94,0.607913642
3,95,0.618403442
3,96,0.628406662
3,97,0.606477772
3,98,0.617640027
3,99,0.62781573
3,100,0.637525369
3,101,0.646869333
3,102,0.623976993
3,103,0.634583121
3,104,0.644237522
3,105,0.621664645
3,106,0.632428394
3,107,0.64220864
3,108,0.619862376
3,109,0.59940582
3,110,0.611309057
3,111,0.621940236
3,112,0.600909877
3,113,0.612445921
3,114,0.622932075
3,115,0.632910777
3,116,0.611219564
3,117,0.622331323
3,118,0.63244921
3,119,0.642095958
5,1,0.74249126
5,2,0.820139337
5,3,0.862859584
5,4,0.890583944
5,5,0.91020389
5,6,0.924857763
5,7,0.890919936
5,8,0.859189203
5,9,0.90139874
5,10,0.869303222
5,11,0.839234258
5,12,0.888518112
5,13,0.911709934
5,14,0.927248117
5,15,0.938737907
5,16,0.938737907
5,17,0.947668703
5,18,0.913193187
5,19,0.936367693
5,20,0.947741747
5,21,0.955761402
5,22,0.961942656
5,23,0.966910526
5,24,0.971003409
5,25,0.974432202
5,26,0.977339991
5,27,0.941344013
5,28,0.907686049
5,29,0.941727587
5,30,0.908139299
5,31,0.908139299
5,32,0.936922062
5,33,0.950488753
5,34,0.959424359
5,35,0.965940956
5,36,0.965940956
5,37,0.970955694
5,38,0.935528807
5,39,0.955681053
5,40,0.921291599
5,41,0.946012787
5,42,0.957398577
5,43,0.922920425
5,44,0.890636677
5,45,0.929046489
5,46,0.945178346
5,47,0.955525233
5,48,0.921171403
5,49,0.944544975
5,50,0.910916439
5,51,0.937746483
5,52,0.950687992
5,53,0.959421766
5,54,0.965896633
5,55,0.930875291
5,56,0.951995039
5,57,0.961602035
5,58,0.968098793
5,59,0.97296217
5,60,0.937506912
5,61,0.95749309
5,62,0.966219803
5,63,0.931237131
5,64,0.898492593
5,65,0.935366314
5,66,0.950401158
5,67,0.959923339
5,68,0.925354072
5,69,0.948122766
5,70,0.958784017
5,71,0.965997329
5,72,0.971368649
5,73,0.975562032
5,74,0.939967983
5,75,0.959530312
5,76,0.967947546
5,77,0.97350723
5,78,0.977616049
5,79,0.941914149
5,80,0.961319775
5,81,0.969564236
5,82,0.934416187
5,83,0.95586156
5,84,0.965386163
5,85,0.930519311
5,86,0.897877375
5,87,0.935154634
5,88,0.950436974
5,89,0.960113924
5,90,0.925572469
5,91,0.948428449
5,92,0.959142131
5,93,0.966384798
5,94,0.966384798
5,95,0.971769955
5,96,0.975966656
5,97,0.979332756
5,98,0.982086658
5,99,0.946096104
5,100,0.964647042
5,101,0.972277361
5,102,0.936965475
5,103,0.957981628
5,104,0.967174638
5,105,0.932207439
5,106,0.899473376
5,107,0.936520356
5,108,0.936520356
5,109,0.951616797
5,110,0.917656236
5,111,0.942959142
5,112,0.955116812
5,113,0.963305631
5,114,0.928555022
5,115,0.950610204
5,116,0.960812006
5,117,0.967704439
5,118,0.972838148
5,119,0.976847717
5,120,0.980070613
5,121,0.982712453
5,122,0.946687547
5,123,0.912993963
5,124,0.946726191
5,125,0.959624657
5,126,0.967584873
5,127,0.973198725
5,128,0.977427545
5,129,0.941770764
5,130,0.961276258
5,131,0.926699966
5,132,0.894320969
5,133,0.863942883
5,134,0.917035889
5,135,0.937856325
5,136,0.950664284
5,137,0.95962019
5,138,0.966301593
5,139,0.971487512
5,140,0.975622202
5,141,0.978983598
5,142,0.943190378
5,143,0.909709374
5,144,0.943945878
5,145,0.957254039
5,146,0.965550841
5,147,0.971443867
5,148,0.975906161
5,149,0.940335445
5,150,0.960025705
5,151,0.925518119
5,152,0.893202875
5,153,0.862884037
5,154,0.9161082
5,155,0.937040694
5,156,0.949944888
5,157,0.958983822
6,1,0.66302329
6,2,0.764440478
6,3,0.830473664
6,4,0.875057559
6,5,0.906068484
6,6,0.928181493
6,7,0.905424509
6,8,0.929351842
6,9,0.906832187
6,10,0.885239201
6,11,0.917078797
6,12,0.938364908
6,13,0.953152269
6,14,0.9301391
6,15,0.948593271
6,16,0.961175959
6,17,0.970070075
6,18,0.976537707
6,19,0.981349973
6,20,0.984999139
6,21,0.987810893
6,22,0.990007218
6,23,0.965927159
6,24,0.942840443
6,25,0.960528663
6,26,0.937663573
6,27,0.915728968
6,28,0.942105912
6,29,0.958850059
6,30,0.96993478
6,31,0.97752701
6,32,0.953993473
6,33,0.967335916
6,34,0.944227323
6,35,0.960840338
6,36,0.937997342
6,37,0.956563059
6,38,0.968629292
6,39,0.945472952
6,40,0.923262741
6,41,0.946831086
6,42,0.961965056
6,43,0.972083344
6,44,0.94879012
6,45,0.963700852
6,46,0.940753823
6,47,0.958371381
6,48,0.969862491
6,49,0.97765024
6,50,0.983092992
6,51,0.959376955
6,52,0.971325316
6,53,0.979122869
6,54,0.984421795
6,55,0.96066592
6,56,0.972436174
6,57,0.980060739
6,58,0.956486724
6,59,0.969623695
6,60,0.978119318
6,61,0.983837345
6,62,0.960113273
6,63,0.97212726
6,64,0.979901513
6,65,0.985139018
6,66,0.988782855
6,67,0.991385672
6,68,0.967368283
6,69,0.977393069
6,70,0.98380288
6,71,0.988080756
6,72,0.991035055
6,73,0.96703799
6,74,0.977250942
6,75,0.983766304
6,76,0.960064411
6,77,0.972422059
6,78,0.980337047
6,79,0.956769587
6,80,0.934167771
6,81,0.955076666
6,82,0.968315774
6,83,0.977052026
6,84,0.953601872
6,85,0.967520109
6,86,0.976582201
6,87,0.953151237
