Subject ID,Trial,Expected Value
3,1,0.479532702
3,2,0.479532702
3,3,0.460782288
3,4,0.460782288
3,5,0.460782288
3,6,0.44341474
3,7,0.44341474
3,8,0.44341474
3,9,0.44341474
3,10,0.44341474
3,11,0.427242064
3,12,0.427242064
3,13,0.427242064
3,14,0.427242064
3,15,0.427242064
3,16,0.427242064
3,17,0.427242064
3,18,0.427242064
3,19,0.412129578
3,20,0.412129578
3,21,0.412129578
3,22,0.412129578
3,23,0.397970008
3,24,0.397970008
3,25,0.397970008
3,26,0.397970008
3,27,0.384673584
3,28,0.384673584
3,29,0.372163229
3,30,0.392839591
3,31,0.392839591
3,32,0.392839591
3,33,0.379328666
3,34,0.379328666
3,35,0.379328666
3,36,0.379328666
3,37,0.379328666
3,38,0.379328666
3,39,0.367007317
3,40,0.367007317
3,41,0.355519728
3,42,0.355519728
3,43,0.355519728
3,44,0.355519728
3,45,0.355519728
3,46,0.355519728
3,47,0.355519728
3,48,0.355519728
3,49,0.355519728
3,50,0.355519728
3,51,0.34472334
3,52,0.334536044
3,53,0.324899265
3,54,0.324899265
3,55,0.324899265
3,56,0.324899265
3,57,0.324899265
3,58,0.324899265
3,59,0.324899265
3,60,0.324899265
3,61,0.324899265
3,62,0.324899265
3,63,0.324899265
3,64,0.324899265
3,65,0.324899265
3,66,0.324899265
3,67,0.324899265
3,68,0.324899265
3,69,0.324899265
3,70,0.324899265
3,71,0.324899265
3,72,0.324899265
3,73,0.324899265
3,74,0.324899265
3,75,0.324899265
3,76,0.324899265
3,77,0.324899265
3,78,0.324899265
3,79,0.324899265
3,80,0.315766223
3,81,0.315766223
3,82,0.315766223
3,83,0.315766223
3,84,0.315766223
3,85,0.315766223
3,86,0.337863489
3,87,0.327391711
3,88,0.317885283
3,89,0.317885283
3,90,0.317885283
3,91,0.317885283
3,92,0.317885283
3,93,0.317885283
3,94,0.317885283
3,95,0.317885283
3,96,0.317885283
3,97,0.317885283
3,98,0.317885283
3,99,0.317885283
3,100,0.317885283
3,101,0.317885283
3,102,0.317885283
3,103,0.317885283
3,104,0.317885283
3,105,0.317885283
3,106,0.317885283
3,107,0.317885283
3,108,0.317885283
3,109,0.317885283
3,110,0.317885283
3,111,0.317885283
3,112,0.317885283
3,113,0.317885283
3,114,0.317885283
3,115,0.317885283
3,116,0.317885283
3,117,0.317885283
3,118,0.317885283
3,119,0.317885283
5,1,0.5
5,2,0.5
5,3,0.5
5,4,0.5
5,5,0.5
5,6,0.5
5,7,0.5
5,8,0.5
5,9,0.5
5,10,0.5
5,11,0.5
5,12,0.5
5,13,0.5
5,14,0.5
5,15,0.5
5,16,0.481493872
5,17,0.481493872
5,18,0.481493872
5,19,0.481493872
5,20,0.481493872
5,21,0.481493872
5,22,0.481493872
5,23,0.481493872
5,24,0.481493872
5,25,0.481493872
5,26,0.481493872
5,27,0.481493872
5,28,0.481493872
5,29,0.481493872
5,30,0.481493872
5,31,0.464191997
5,32,0.464191997
5,33,0.464191997
5,34,0.464191997
5,35,0.464191997
5,36,0.447984481
5,37,0.447984481
5,38,0.447984481
5,39,0.447984481
5,40,0.447984481
5,41,0.447984481
5,42,0.447984481
5,43,0.447984481
5,44,0.447984481
5,45,0.447984481
5,46,0.447984481
5,47,0.447984481
5,48,0.447984481
5,49,0.447984481
5,50,0.447984481
5,51,0.447984481
5,52,0.447984481
5,53,0.447984481
5,54,0.447984481
5,55,0.447984481
5,56,0.447984481
5,57,0.447984481
5,58,0.447984481
5,59,0.447984481
5,60,0.447984481
5,61,0.447984481
5,62,0.447984481
5,63,0.447984481
5,64,0.447984481
5,65,0.447984481
5,66,0.447984481
5,67,0.447984481
5,68,0.447984481
5,69,0.447984481
5,70,0.447984481
5,71,0.447984481
5,72,0.447984481
5,73,0.447984481
5,74,0.447984481
5,75,0.447984481
5,76,0.447984481
5,77,0.447984481
5,78,0.447984481
5,79,0.447984481
5,80,0.447984481
5,81,0.447984481
5,82,0.447984481
5,83,0.447984481
5,84,0.447984481
5,85,0.447984481
5,86,0.447984481
5,87,0.447984481
5,88,0.447984481
5,89,0.447984481
5,90,0.447984481
5,91,0.447984481
5,92,0.447984481
5,93,0.447984481
5,94,0.432774415
5,95,0.432774415
5,96,0.432774415
5,97,0.432774415
5,98,0.432774415
5,99,0.432774415
5,100,0.432774415
5,101,0.432774415
5,102,0.432774415
5,103,0.432774415
5,104,0.432774415
5,105,0.432774415
5,106,0.432774415
5,107,0.432774415
5,108,0.418476005
5,109,0.418476005
5,110,0.418476005
5,111,0.418476005
5,112,0.418476005
5,113,0.418476005
5,114,0.418476005
5,115,0.418476005
5,116,0.418476005
5,117,0.418476005
5,118,0.418476005
5,119,0.418476005
5,120,0.418476005
5,121,0.418476005
5,122,0.418476005
5,123,0.418476005
5,124,0.418476005
5,125,0.418476005
5,126,0.418476005
5,127,0.418476005
5,128,0.418476005
5,129,0.418476005
5,130,0.418476005
5,131,0.418476005
5,132,0.418476005
5,133,0.418476005
5,134,0.418476005
5,135,0.418476005
5,136,0.418476005
5,137,0.418476005
5,138,0.418476005
5,139,0.418476005
5,140,0.418476005
5,141,0.418476005
5,142,0.418476005
5,143,0.418476005
5,144,0.418476005
5,145,0.418476005
5,146,0.418476005
5,147,0.418476005
5,148,0.418476005
5,149,0.418476005
5,150,0.418476005
5,151,0.418476005
5,152,0.418476005
5,153,0.418476005
5,154,0.418476005
5,155,0.418476005
5,156,0.418476005
5,157,0.418476005
6,1,0.5
6,2,0.5
6,3,0.5
6,4,0.5
6,5,0.5
6,6,0.5
6,7,0.5
6,8,0.5
6,9,0.5
6,10,0.5
6,11,0.5
6,12,0.5
6,13,0.5
6,14,0.5
6,15,0.5
6,16,0.5
6,17,0.5
6,18,0.5
6,19,0.5
6,20,0.5
6,21,0.5
6,22,0.5
6,23,0.5
6,24,0.5
6,25,0.5
6,26,0.5
6,27,0.5
6,28,0.5
6,29,0.5
6,30,0.5
6,31,0.5
6,32,0.5
6,33,0.5
6,34,0.5
6,35,0.5
6,36,0.5
6,37,0.5
6,38,0.5
6,39,0.5
6,40,0.5
6,41,0.5
6,42,0.5
6,43,0.5
6,44,0.5
6,45,0.5
6,46,0.5
6,47,0.5
6,48,0.5
6,49,0.5
6,50,0.5
6,51,0.5
6,52,0.5
6,53,0.5
6,54,0.5
6,55,0.5
6,56,0.5
6,57,0.5
6,58,0.5
6,59,0.5
6,60,0.5
6,61,0.5
6,62,0.5
6,63,0.5
6,64,0.5
6,65,0.5
6,66,0.5
6,67,0.5
6,68,0.5
6,69,0.5
6,70,0.5
6,71,0.5
6,72,0.5
6,73,0.5
6,74,0.5
6,75,0.5
6,76,0.5
6,77,0.5
6,78,0.5
6,79,0.5
6,80,0.5
6,81,0.5
6,82,0.5
6,83,0.5
6,84,0.5
6,85,0.5
6,86,0.5
6,87,0.5
6,88,0.5
6,89,0.66302329
6,90,0.66302329
6,91,0.66302329
6,92,0.66302329
6,93,0.66302329
6,94,0.66302329
6,95,0.66302329
6,96,0.66302329
6,97,0.66302329
6,98,0.66302329
6,99,0.66302329
6,100,0.66302329
6,101,0.66302329
6,102,0.66302329
6,103,0.66302329
6,104,0.66302329
6,105,0.66302329
6,106,0.66302329
6,107,0.66302329
7,1,0.5
7,2,0.544212824
7,3,0.544212824
7,4,0.544212824
7,5,0.544212824
7,6,0.544212824
7,7,0.544212824
7,8,0.544212824
7,9,0.544212824
7,10,0.583391561
7,11,0.564684405
7,12,0.601757901
7,13,0.634808959
7,14,0.634808959
7,15,0.634808959
7,16,0.634808959
7,17,0.634808959
7,18,0.634808959
7,19,0.634808959
7,20,0.634808959
7,21,0.614615057
7,22,0.614615057
7,23,0.614615057
7,24,0.614615057
7,25,0.614615057
7,26,0.614615057
7,27,0.614615057
7,28,0.614615057
7,29,0.614615057
7,30,0.614615057
7,31,0.595712119
7,32,0.577971021
7,33,0.577971021
7,34,0.577971021
7,35,0.577971021
7,36,0.577971021
7,37,0.577971021
7,38,0.577971021
7,39,0.577971021
7,40,0.577971021
7,41,0.577971021
7,42,0.577971021
7,43,0.577971021
7,44,0.577971021
7,45,0.577971021
7,46,0.577971021
7,47,0.577971021
7,48,0.577971021
7,49,0.577971021
7,50,0.614159139
7,51,0.614159139
7,52,0.614159139
7,53,0.614159139
7,54,0.614159139
7,55,0.614159139
7,56,0.614159139
7,57,0.59589374
7,58,0.59589374
7,59,0.59589374
7,60,0.59589374
7,61,0.59589374
7,62,0.59589374
7,63,0.59589374
7,64,0.59589374
7,65,0.59589374
7,66,0.59589374
7,67,0.59589374
7,68,0.59589374
7,69,0.59589374
7,70,0.59589374
7,71,0.59589374
7,72,0.59589374
7,73,0.59589374
7,74,0.59589374
7,75,0.59589374
7,76,0.59589374
7,77,0.59589374
7,78,0.59589374
7,79,0.59589374
7,80,0.59589374
9,1,0.5
9,2,0.5
9,3,0.5
9,4,0.5
9,5,0.5
9,6,0.5
9,7,0.5
9,8,0.5
9,9,0.5
9,10,0.5
9,11,0.5
9,12,0.5
9,13,0.5
9,14,0.5
9,15,0.5
9,16,0.5
9,17,0.5
9,18,0.5
9,19,0.5
9,20,0.5
9,21,0.5
9,22,0.5
9,23,0.5
9,24,0.5
9,25,0.5
9,26,0.5
9,27,0.5
9,28,0.5
9,29,0.5
9,30,0.5
9,31,0.5
9,32,0.5
9,33,0.5
9,34,0.5
9,35,0.5
9,36,0.5
9,37,0.5
9,38,0.5
9,39,0.5
9,40,0.5
9,41,0.5
9,42,0.5
9,43,0.5
9,44,0.5
9,45,0.5
9,46,0.5
9,47,0.5
9,48,0.5
9,49,0.5
9,50,0.5
9,51,0.5
9,52,0.5
9,53,0.5
9,54,0.5
9,55,0.5
9,56,0.5
9,57,0.5
9,58,0.5
9,59,0.5
9,60,0.5
9,61,0.5
9,62,0.5
9,63,0.5
9,64,0.5
9,65,0.5
9,66,0.5
9,67,0.5
9,68,0.5
9,69,0.5
9,70,0.5
9,71,0.5
9,72,0.5
9,73,0.5
9,74,0.5
9,75,0.5
9,76,0.5
9,77,0.5
9,78,0.5
9,79,0.5
9,80,0.5
9,81,0.5
9,82,0.5
9,83,0.5
9,84,0.5
9,85,0.5
9,86,0.5
9,87,0.5
9,88,0.5
9,89,0.5
9,90,0.5
9,91,0.5
9,92,0.5
9,93,0.5
9,94,0.5
9,95,0.5
9,96,0.5
9,97,0.5
9,98,0.482883803
9,99,0.482883803
9,100,0.482883803
9,101,0.482883803
9,102,0.482883803
9,103,0.482883803
9,104,0.482883803
9,105,0.482883803
9,106,0.482883803
9,107,0.482883803
9,108,0.482883803
9,109,0.482883803
9,110,0.482883803
9,111,0.482883803
9,112,0.482883803
9,113,0.482883803
9,114,0.482883803
9,115,0.482883803
9,116,0.482883803
9,117,0.482883803
9,118,0.482883803
9,119,0.482883803
9,120,0.482883803
10,1,0.5
10,2,0.5
10,3,0.5
10,4,0.5
10,5,0.5
10,6,0.5
10,7,0.483776712
10,8,0.483776712
10,9,0.483776712
10,10,0.483776712
10,11,0.483776712
10,12,0.483776712
10,13,0.483776712
10,14,0.483776712
10,15,0.483776712
10,16,0.483776712
10,17,0.483776712
10,18,0.483776712
10,19,0.483776712
10,20,0.483776712
10,21,0.483776712
10,22,0.483776712
10,23,0.483776712
10,24,0.483776712
10,25,0.483776712
10,26,0.483776712
10,27,0.483776712
10,28,0.483776712
10,29,0.483776712
10,30,0.483776712
10,31,0.483776712
10,32,0.483776712
10,33,0.483776712
10,34,0.483776712
10,35,0.483776712
10,36,0.483776712
10,37,0.483776712
10,38,0.483776712
10,39,0.483776712
10,40,0.483776712
10,41,0.483776712
10,42,0.483776712
10,43,0.483776712
10,44,0.483776712
10,45,0.483776712
10,46,0.483776712
10,47,0.483776712
10,48,0.483776712
10,49,0.483776712
10,50,0.483776712
10,51,0.483776712
10,52,0.483776712
10,53,0.483776712
10,54,0.483776712
10,55,0.483776712
10,56,0.483776712
10,57,0.483776712
10,58,0.483776712
10,59,0.483776712
10,60,0.483776712
10,61,0.483776712
10,62,0.483776712
10,63,0.483776712
10,64,0.483776712
10,65,0.483776712
10,66,0.483776712
10,67,0.483776712
10,68,0.483776712
10,69,0.483776712
10,70,0.483776712
10,71,0.483776712
10,72,0.483776712
10,73,0.483776712
10,74,0.483776712
10,75,0.483776712
10,76,0.483776712
10,77,0.483776712
10,78,0.483776712
10,79,0.483776712
10,80,0.483776712
10,81,0.483776712
10,82,0.483776712
10,83,0.483776712
10,84,0.483776712
10,85,0.483776712
10,86,0.483776712
10,87,0.483776712
10,88,0.483776712
10,89,0.483776712
10,90,0.483776712
10,91,0.483776712
10,92,0.483776712
10,93,0.483776712
10,94,0.483776712
10,95,0.483776712
10,96,0.483776712
10,97,0.483776712
10,98,0.483776712
10,99,0.483776712
10,100,0.483776712
10,101,0.483776712
10,102,0.483776712
10,103,0.483776712
10,104,0.483776712
10,105,0.483776712
10,106,0.483776712
10,107,0.483776712
10,108,0.483776712
10,109,0.483776712
10,110,0.483776712
10,111,0.483776712
10,112,0.483776712
10,113,0.483776712
10,114,0.483776712
10,115,0.483776712
10,116,0.483776712
10,117,0.483776712
10,118,0.483776712
10,119,0.483776712
10,120,0.483776712
12,1,0.5
12,2,0.5
12,3,0.5
12,4,0.5
12,5,0.5
12,6,0.5
12,7,0.5
12,8,0.5
12,9,0.5
12,10,0.5
12,11,0.5
12,12,0.5
12,13,0.5
12,14,0.5
12,15,0.5
12,16,0.5
12,17,0.5
12,18,0.5
12,19,0.5
12,20,0.5
12,21,0.5
12,22,0.5
12,23,0.5
12,24,0.5
12,25,0.5
12,26,0.5
12,27,0.5
12,28,0.5
12,29,0.5
12,30,0.5
12,31,0.5
12,32,0.5
12,33,0.5
12,34,0.5
12,35,0.5
12,36,0.5
12,37,0.5
12,38,0.5
12,39,0.5
12,40,0.5
12,41,0.917046308
12,42,0.878863388
12,43,0.842859524
12,44,0.842859524
12,45,0.808883795
12,46,0.776797584
12,47,0.776797584
12,48,0.776797584
12,49,0.776797584
12,50,0.776797584
12,51,0.776797584
12,52,0.776797584
12,53,0.776797584
12,54,0.776797584
