Subject ID,Trial,Expected Value
1,1,0.5
1,2,0.5
1,3,0.5993816395439205
1,4,0.6421340695687687
1,5,0.6690390620623433
1,6,0.1850261741240272
1,7,0.27406416256392035
1,8,0.3652640017167902
1,9,0.20340722526980357
1,10,0.3263383752819479
1,11,0.3913911902247572
1,12,0.2048372072459851
1,13,0.1434135395794037
1,14,0.14605622755720432
1,15,0.26426212996136905
1,16,0.3270861903046346
1,17,0.2659770108765844
1,18,0.3281636000788423
1,19,0.3713624345698467
1,20,0.40502535382648025
1,21,0.2104162712126058
1,22,0.15034210770210335
1,23,0.18537396428465233
1,24,0.26590502007660827
1,25,0.32603028363317976
1,26,0.36809735335412674
1,27,0.40108715504438475
1,28,0.20864579261107466
1,29,0.2833014222844016
1,30,0.14964160160931497
1,31,0.17299673736937832
1,32,0.2649754489916738
1,33,0.3249511369502328
1,34,0.36691864989827067
1,35,0.39984164902672953
1,36,0.2080093121889393
1,37,0.2994480993140107
1,38,0.18076402564532998
1,39,0.13249764199430217
1,40,0.1375296751713433
1,41,0.25330808634044677
1,42,0.15909289793617004
1,43,0.2567554252716686
1,44,0.3186095619488911
1,45,0.3616729290704205
1,46,0.3953132642447922
1,47,0.42322539112821594
1,48,0.447243555904764
1,49,0.2202593930324258
1,50,0.12467694083395588
1,51,0.1059945208595753
1,52,0.23979824577373912
1,53,0.1508577336752464
1,54,0.15419456979064228
1,55,0.25933304244146327
1,56,0.16070653029078782
1,57,0.26859083870752565
1,58,0.2649624847285574
1,59,0.16397972482928005
1,60,0.12740122545023552
1,61,0.1078405294929313
1,62,0.09526185370762218
1,63,0.23523992720379078
1,64,0.14779633517155413
1,65,0.2574778337327773
1,66,0.1594108725642108
1,67,0.12425428165174288
1,68,0.10549935925909405
1,69,0.09342769505706851
1,70,0.3279222260104016
1,71,0.36942079602506633
1,72,0.4019874184288416
1,73,0.23412207712006602
1,74,0.3033307198910252
1,75,0.17301128816853087
1,76,0.27273662977811464
1,77,0.42911163806996366
